Title,Price,Year,Mileage,Fuel,Location,Link,Make,Model,Condition,Body Type,Color,Seats
Suzuki Cultus VXR 2012 for sale,Rs 14.50 Lacs,2012,"108,000 km",Petrol,"Marghzar Officers Colony, Lahore•",https://www.olx.com.pk/item/suzuki-cultus-for-sale-iid-1105897612,Suzuki,Cultus VXR,Used,Other,White,5.0
Suzuki swift GL CVT,Rs 43 Lacs,2022,"40,000 km",Petrol,"Haroonabad, Bahawalnagar•",https://www.olx.com.pk/item/suzuki-swift-gl-cvt-iid-1105865115,Suzuki,Swift,Used,Small city car,Silver,4.0
Toyota Corolla GLI 2018,Rs 48.90 Lacs,2018,"89,000 km",Petrol,"Faisal Town, Lahore•",https://www.olx.com.pk/item/toyota-corolla-gli-2018-iid-1105901252,Toyota,Corolla GLI,Used,Sedan,White,
Honda vezel excellent condition urgent sale,Rs 43 Lacs,2018,"78,000 km",Hybrid,"Cantt, Sialkot•",https://www.olx.com.pk/item/honda-vezel-excellent-condition-urgent-sale-iid-1105608882,Honda,Vezel,Used,SUV,Red,4.0
suzuki cultus 2017 VXL,Rs 24.50 Lacs,2017,"150,000 km",Petrol,"Allama Iqbal Town - Huma Block, Lahore•",https://www.olx.com.pk/item/suzuki-cultus-2017-vxl-iid-1105881007,Suzuki,Cultus VXL,Used,Hatchback,Blue,4.0
Toyota Aqua 2015,Rs 38 Lacs,2015,New,Petrol,"DHA Defence, Karachi•",https://www.olx.com.pk/item/toyota-aqua-2015-iid-1105900921,Toyota,Aqua,New,Hatchback,Brown,5.0
Suzuki Every (Manual Gear ),Rs 28.95 Lacs,2025,New,Petrol,"Pasrur Road, Gujranwala•",https://www.olx.com.pk/item/suzuki-every-manual-gear-iid-1105900716,Suzuki,Every,New,Other,Blue,7.0
Toyota Corolla GLi Automatic 1.3 VVTi 2015 Moide,Rs 35 Lacs,2015,"107,000 km",Petrol,"Gulistan-e-Jauhar, Karachi•",https://www.olx.com.pk/item/toyota-corolla-gli-automatic-13-vvti-2015-moide-iid-1105827301,Toyota,Corolla GLI,Used,Sedan,White,5.0
Toyota corolla Gli 2017  new shape,Rs 38.90 Lacs,2017,New,Petrol,"Karachi Administration Employees Society, Karachi•",https://www.olx.com.pk/item/toyota-corolla-gli-2017-new-shape-iid-1105898622,Toyota,Corolla GLI,New,Sedan,Silver,4.0
MEHRAN VX AC CHILL,Rs 6.70 Lac,2006,"66,250 km",Petrol,"Johar Town Phase 1, Lahore•",https://www.olx.com.pk/item/mehran-vx-ac-chill-iid-1105899494,Suzuki,Mehran VX,Used,Hatchback,White,4.0
Suzuki Every 2013,Rs 17.25 Lacs,2013,"95,000 km",Petrol,"Gulshan-e-Iqbal, Karachi•",https://www.olx.com.pk/item/suzuki-every-2013-iid-1105511762,Suzuki,Every,Used,Other,Black,
Honda City Aspire 1.5 i-VTEC 2018,Rs 35 Lacs,2018,"85,000 km",Petrol,"Shahra-e-Faisal, Karachi•",https://www.olx.com.pk/item/honda-city-aspire-15-i-vtec-2018-iid-1105311591,Honda,City Aspire,Used,Sedan,Silver,
Toyota Land Cruiser 1993,Rs 36.50 Lacs,1993,"365,585 km",Diesel,"G-11/3, Islamabad•",https://www.olx.com.pk/item/toyota-land-cruiser-1993-iid-1105310518,Toyota,Land Cruiser,Used,SUV,Red,7.0
Honda Vezel 2016,Rs 50.50 Lacs,2016,"99,025 km",Petrol,"Central Park Housing Scheme, Lahore•",https://www.olx.com.pk/item/honda-vezel-2016-iid-1105106516,Honda,Vezel,Used,Sports / Coupe,White,5.0
Toyota Corolla Fielder 2007,Rs 37.50 Lacs,2007,"390,606 km",Petrol,"Gulberg, Peshawar•",https://www.olx.com.pk/item/toyota-corolla-fielder-2007-iid-1104905351,Toyota,Corolla Fielder,Used,Other,Silver,5.0
Wagon R 2020 lush condition for sale,Rs 24 Lacs,2020,"184,000 km",Petrol,"Shadman Town, Sahiwal•",https://www.olx.com.pk/item/wagon-r-2020-lush-condition-for-sale-iid-1105891659,Suzuki,Wagon R,Used,Other,White,5.0
2012 Suzuki Alto 2012 for sale,Rs 11.25 Lacs,2012,"126,000 km",Petrol,"DHA Phase 6, Karachi•",https://www.olx.com.pk/item/2012-suzuki-alto-2012-for-sale-iid-1105738977,Suzuki,Alto,Used,Other,White,4.0
Suzuki WAGON R- VXL 2019,Rs 23.50 Lacs,2019,"62,000 km",Petrol,"Model Town B, Bahawalpur•",https://www.olx.com.pk/item/suzuki-wagon-r-vxl-2019-iid-1104844804,Suzuki,Wagon R,Used,Hatchback,White,4.0
Toyota Corolla Altis 2019 | Toyota Corolla Altis Car For Sale,Rs 56 Lacs,2019,"85,000 km",Petrol,"Others, Sialkot•",https://www.olx.com.pk/item/toyota-corolla-altis-2019-toyota-corolla-altis-car-for-sale-iid-1105899260,Toyota,Corolla Altis,Used,Sedan,White,2.0
Toyota Corolla Altis Grande 2015,Rs 47 Lacs,2015,"125,000 km",Petrol,"DHA Phase 2, Lahore•",https://www.olx.com.pk/item/toyota-corolla-altis-grande-2015-iid-1105899226,Toyota,Altis Grande,Used,Sedan,Silver,5.0
Mitsubishi Pajero Super Exceed 3.0 1991 | Pajero 1991 For Sale,Rs 20 Lacs,1991,"100,000 km",Petrol,"Super Highway, Karachi•",https://www.olx.com.pk/item/mitsubishi-pajero-super-exceed-30-1991-pajero-1991-for-sale-iid-1105898954,Mitsubishi,Pajero,Used,SUV,Black,4.0
Suzuki Swift GLX  2025 vvt full option,Rs 47.90 Lacs,2025,New,Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/suzuki-swift-glx-2025-vvt-full-option-iid-1105598330,Suzuki,Swift,New,Hatchback,White,
Toyota Corolla Altis Grande 2025,Rs 80.27 Lacs,2025,5 km,Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/toyota-corolla-altis-grande-2025-iid-1105559835,Toyota,Altis Grande,Used,Sedan,White,
Honda city 1.2 cvt 2024,Rs 46.85 Lacs,2024,"22,000 km",Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/honda-city-12-cvt-2024-iid-1104811052,Honda,City IVTEC,Used,Sedan,White,
Alto VXR,Rs 22.50 Lacs,2019,New,Petrol,"Judicial Housing Colony, Gujranwala•",https://www.olx.com.pk/item/alto-vxr-iid-1105898229,Suzuki,Alto,New,Other,Silver,5.0
Honda Civic EXi 2005,Rs 13.49 Lacs,2005,"130,000 km",Petrol,"North Nazimabad, Karachi•",https://www.olx.com.pk/item/honda-civic-exi-2005-iid-1105898454,Honda,Civic EXi,Used,Sedan,Brown,5.0
Honda Vezel 2018 Model / 2024 Import /2024 Registered/ 20 km/lt avg,Rs 59.25 Lacs,2018,"91,000 km",Hybrid,"Bahria Orchard Phase 2, Lahore•",https://www.olx.com.pk/item/honda-vezel-2018-model-2024-import-2024-registered-20-kmlt-avg-iid-1105898450,Honda,Vezel,Used,SUV,Black,
cultus vxr 2015 totally orignal  guranteed details in discription,Rs 15.50 Lacs,2015,"80,000 km",Petrol,"Gulshan-e-Iqbal, Karachi•",https://www.olx.com.pk/item/cultus-vxr-2015-totally-orignal-guranteed-details-in-discription-iid-1105897234,Suzuki,Cultus VXR,Used,Small city car,Other,5.0
car allto,Rs 11.50 Lacs,2011,"200,000 km",Petrol,"IEP Engineers Town - Sector A, Lahore•",https://www.olx.com.pk/item/car-allto-iid-1105892448,Suzuki,Alto,Used,Other,White,5.0
Suzuki baleeno 2005,Rs 9.75 Lac,2005,"125,000 km",Petrol,"Samanabad, Lahore•",https://www.olx.com.pk/item/suzuki-baleeno-2005-iid-1105898100,Suzuki,Baleno,Used,Sedan,Gold,5.0
Daihatsu Mira x memorial 2011 registered 2014 automatic,Rs 21.75 Lacs,2011,"120,000 km",Petrol,"DHA Defence, Karachi•",https://www.olx.com.pk/item/daihatsu-mira-x-memorial-2011-registered-2014-automatic-iid-1104529464,Daihatsu,Mira,Used,Hatchback,Silver,5.0
Suzuki Cultus VXR 2007,Rs 8.94 Lac,2007,"50,000 km",Petrol,"Abul Hassan Isphani Road, Karachi•",https://www.olx.com.pk/item/suzuki-cultus-vxr-2007-iid-1105898077,Suzuki,Cultus VXR,Used,Hatchback,Gold,
Toyota Prius 2021,Rs 90 Lacs,2021,"120,000 km",Hybrid,"Totalai, Buner•",https://www.olx.com.pk/item/toyota-prius-2021-iid-1105891362,Toyota,Prius,Used,Other,Burgundy,
Honda Civic Turbo 1.5 2016 automatic,Rs 47.50 Lacs,2016,"59,000 km",Petrol,"DHA Defence, Karachi•",https://www.olx.com.pk/item/honda-civic-turbo-15-2016-automatic-iid-1104624478,Honda,Civic Turbo 1.5,Used,Sedan,Red,5.0
KIA Sportage AWD 2020 automatic,Rs 62.90 Lacs,2020,"55,000 km",Petrol,"DHA Defence, Karachi•",https://www.olx.com.pk/item/kia-sportage-awd-2020-automatic-iid-1104624172,KIA,Sportage,Used,SUV,White,5.0
Suzuki Cultus VXL AGS 2022 automatic,Rs 34.90 Lacs,2022,"59,000 km",Petrol,"DHA Defence, Karachi•",https://www.olx.com.pk/item/suzuki-cultus-vxl-ags-2022-automatic-iid-1104624054,Suzuki,Cultus VXL,Used,Hatchback,White,
YARIS X 2022/25,Rs 46.15 Lacs,2020,New,Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/yaris-x-202225-iid-1105897781,Toyota,Raize,New,Hatchback,White,
Toyota Hilux Revo GR-S 2025,Rs 1.80 Crore,2025,"10,000 km",Petrol,"Mangla Garrison Housing, Jhelum•",https://www.olx.com.pk/item/toyota-hilux-revo-gr-s-2025-iid-1105897734,Toyota,Hilux,Used,SUV,Black,
Gli 2015,Rs 34.75 Lacs,2015,"200,000 km",Petrol,"Others, Gujranwala•",https://www.olx.com.pk/item/gli-2015-iid-1105811854,Toyota,Corolla GLI,Used,Sedan,Silver,4.0
RAIZE G 2020/25,Rs 51.90 Lacs,2020,New,Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/raize-g-202025-iid-1105897611,Toyota,Raize,New,SUV,Blue,
Suzuki Margalla,Rs 7.20 Lac,1996,"100,000 km",Petrol,"Main Bazar Road, Haripur•",https://www.olx.com.pk/item/suzuki-margalla-iid-1103395682,Suzuki,Margalla,Used,Sedan,White,4.0
NISSAN DAYZ X,Rs 36.90 Lacs,2022,New,Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/nissan-dayz-x-iid-1105897463,Nissan,Dayz,New,Hatchback,Green,
Urgent sale,Rs 31 Lacs,2017,New,Petrol,"Gulberg Greens, Islamabad•",https://www.olx.com.pk/item/urgent-sale-iid-1105897296,Daihatsu,Move,New,Hatchback,Blue,4.0
Suzuki swift 2014,Rs 21 Lacs,2014,"90,000 km",Petrol,"Samanabad, Lahore•",https://www.olx.com.pk/item/suzuki-swift-2014-iid-1105897291,Suzuki,Swift,Used,SUV,White,5.0
TOYOTA YARIS HATCHBACK 2022/25,Rs 47.90 Lacs,2022,New,Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/toyota-yaris-hatchback-202225-iid-1105897288,Toyota,Yaris,New,Hatchback,White,
ALSVIN LUMIER 2022,Rs 37.90 Lacs,2022,New,Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/alsvin-lumier-2022-iid-1105897085,Changan,Alsvin,New,Sedan,Black,
Hondq city 2006/2007,Rs 19.50 Lacs,2006,"150,000 km",Petrol,"Samanabad, Lahore•",https://www.olx.com.pk/item/hondq-city-20062007-iid-1105897077,Honda,City IDSI,Used,Sedan,White,5.0
Honda Civic Oriel 2018,Rs 56 Lacs,2018,"49,000 km",Petrol,"Ali Park, Lahore•",https://www.olx.com.pk/item/honda-civic-oriel-2018-iid-1105897008,Honda,Civic Oriel,Used,Sedan,Grey,
Honda Civic VTi Oriel Prosmatec 2018,Rs 50 Lacs,2018,"117,000 km",Petrol,"Murree Road, Rawalpindi•",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2018-iid-1105101896,Honda,Civic VTi Oriel Prosmatec,Used,Sedan,Silver,
Toyota Corolla GLi 1.3 VVTi 2015,Rs 38.50 Lacs,2015,"175,000 km",Petrol,"Chakri Road, Rawalpindi•",https://www.olx.com.pk/item/toyota-corolla-gli-13-vvti-2015-iid-1104919024,Toyota,Corolla GLI,Used,Sedan,White,5.0
Toyota Corolla Altis 2019 | Toyota Corolla Altis Car For Sale,Rs 56 Lacs,2019,"85,000 km",Petrol,"Bharath, Sialkot•",https://www.olx.com.pk/item/toyota-corolla-altis-2019-toyota-corolla-altis-car-for-sale-iid-1105869950,Toyota,Corolla Altis,Used,Sedan,White,5.0
Suzuki Wagon R (VXR} 2018,Rs 25.50 Lacs,2018,"108,000 km",Petrol,"G-6/4, Islamabad•",https://www.olx.com.pk/item/suzuki-wagon-r-vxr-2018-iid-1105870427,Suzuki,Wagon R,Used,Hatchback,Gold,4.0
Toyota Prius 2010/14,Rs 29.90 Lacs,2010,"114,000 km",Hybrid,"Amin Town, Faisalabad•",https://www.olx.com.pk/item/toyota-prius-201014-iid-1105432631,Toyota,Prius,Used,Hatchback,White,6.0
Mehran VXR 2006,Rs 6.95 Lac,2006,"111,111 km",Petrol,"Jhelum Road, Chakwal•",https://www.olx.com.pk/item/mehran-vxr-2006-iid-1104339460,Suzuki,Mehran VXR,Used,Other,White,4.0
Suzuki Mehran VXR 2005,Rs 6 Lac,2005,"12,500 km",Petrol,"Gulberg 3, Lahore•",https://www.olx.com.pk/item/suzuki-mehran-vxr-2005-iid-1102702753,Suzuki,Mehran VXR,Used,Small city car,White,5.0
Coure 2007 model Manual,Rs 9.50 Lac,2007,1 km,Petrol,"Ghulam Mohammad Abad, Faisalabad•",https://www.olx.com.pk/item/coure-2007-model-manual-iid-1105581455,Daihatsu,Cuore,Used,Other,White,5.0
Toyota Corolla gli 2014 model,Rs 35 Lacs,2014,"146,000 km",Petrol,"New Shakrial, Islamabad•",https://www.olx.com.pk/item/toyota-corolla-gli-2014-model-iid-1104511901,Toyota,Corolla GLI,Used,Sedan,Black,4.0
DFSK Glory 580 2021,Rs 49.50 Lacs,2021,"27,000 km",Petrol,"Faisal Town, Lahore•",https://www.olx.com.pk/item/dfsk-glory-580-2021-iid-1105895280,DFSK,Glory 580,Used,SUV,White,
Honda 2002 civic VTi Orial,Rs 14.40 Lacs,2002,"153,000 km",Petrol,"Ideal Homes, Mardan•",https://www.olx.com.pk/item/honda-2002-civic-vti-orial-iid-1105895238,Honda,Civic,Used,Sedan,Blue,5.0
Toyota Passo X S 2018 Automatic,Rs 33 Lacs,2018,"107,000 km",Petrol,"North Nazimabad, Karachi•",https://www.olx.com.pk/item/toyota-passo-x-s-2018-automatic-iid-1105895218,Toyota,Passo,Used,Hatchback,White,4.0
Suzuki Alto 2011 Model For Sale,Rs 11.50 Lacs,2011,"210,000 km",Petrol,"Gojra Road Samundari, Samundri•",https://www.olx.com.pk/item/suzuki-alto-2011-model-for-sale-iid-1105894957,Suzuki,Alto,Used,Small city car,Silver,
Suzuki Alto Vxr 2024,Rs 29.50 Lacs,2024,"26,999 km",Petrol,"Johar Town Phase 2, Lahore•",https://www.olx.com.pk/item/suzuki-alto-vxr-2024-iid-1105272088,Suzuki,Alto,Used,Small city car,Grey,5.0
HAVAL. H6 Hybrid,Rs 1.17 Crore,2024,"11,500 km",Hybrid,"DHA Phase 3, Lahore•",https://www.olx.com.pk/item/haval-h6-hybrid-iid-1105894900,,,,,,
Suzuki alto japani,Rs 26.50 Lacs,2017,"51,000 km",Petrol,"Samanabad, Lahore•",https://www.olx.com.pk/item/suzuki-alto-japani-iid-1105894871,,,,,,
Nissan Dayz S 2022,Rs 34.75 Lacs,2022,"18,000 km",Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/nissan-dayz-s-2022-iid-1105894698,,,,,,
Toyota Prius 2010/14 (95% Genuine) Urgent Sale Golden Number Car,Rs 51 Lacs,2014,"85,486 km",Hybrid,"Izmir Town, Lahore•",https://www.olx.com.pk/item/toyota-prius-201014-95-genuine-urgent-sale-golden-number-car-iid-1105306773,,,,,,
Toyota Passo 2006 2011,Rs 17.50 Lacs,2006,"82,350 km",Petrol,"Airport Road, Karachi•",https://www.olx.com.pk/item/toyota-passo-2006-2011-iid-1105528378,,,,,,
Daihatsu Esse 2011/16,Rs 18.75 Lacs,2011,"93,000 km",Petrol,"Shadman 1, Lahore•",https://www.olx.com.pk/item/daihatsu-esse-201116-iid-1104639149,,,,,,
Toyota Corolla Cross Hybrid 2024 Full. Option Brand New 1.8,Rs 80 Lacs,2024,New,Hybrid,"Zero Point, Islamabad•",https://www.olx.com.pk/item/toyota-corolla-cross-hybrid-2024-full-option-brand-new-18-iid-1103667108,,,,,,
Suzuki Alto vxr,Rs 23.50 Lacs,2021,"80,000 km",Petrol,"Samanabad, Lahore•",https://www.olx.com.pk/item/suzuki-alto-vxr-iid-1105894403,,,,,,
corolla,Rs 12 Lacs,1990,"150,000 km",CNG,"Mandian, Abbottabad•",https://www.olx.com.pk/item/corolla-iid-1104929641,,,,,,
RAIZE Z PREMIUME TOP OF THE LINE 2020/2025,Rs 57.50 Lacs,2020,New,Petrol,"Gulshan-e-Ravi - Block E, Lahore•",https://www.olx.com.pk/item/raize-z-premiume-top-of-the-line-20202025-iid-1105883497,,,,,,
TOYOTA VITZ 8/12 LUSH CONDITION CLEANEST VITZ IN TOWN,Rs 23.25 Lacs,2008,"138,000 km",Petrol,"Gulshan-e-Ravi - Block E, Lahore•",https://www.olx.com.pk/item/toyota-vitz-812-lush-condition-cleanest-vitz-in-town-iid-1104914039,,,,,,
EVERY JOIN FRESH IMPORT 2021/2025,Rs 28.75 Lacs,2021,New,Petrol,"Gulshan-e-Ravi - Block E, Lahore•",https://www.olx.com.pk/item/every-join-fresh-import-20212025-iid-1105883525,,,,,,
Toyota Prius 2007,Rs 32 Lacs,2007,"184,000 km",Hybrid,"DHA Phase 6, Lahore•",https://www.olx.com.pk/item/toyota-prius-2007-iid-1105893377,,,,,,
Honda Civic Exi Prosmantec 2002,Rs 12.80 Lacs,2002,"12,345 km",Petrol,"Nazimabad 4, Karachi•",https://www.olx.com.pk/item/honda-civic-exi-prosmantec-2002-iid-1105891841,,,,,,
Hyundai Elantra 2.0,Rs 63.50 Lacs,2022,"42,000 km",Petrol,"Jail Road, Lahore•",https://www.olx.com.pk/item/hyundai-elantra-20-iid-1105892943,,,,,,
Suzuki Alto 2014,Rs 19.80 Lacs,2014,"99,000 km",Petrol,"Airport, Karachi•",https://www.olx.com.pk/item/suzuki-alto-2014-iid-1105822669,,,,,,
Suzuki Alto AGS Automatic Model 2020 Original condition,Rs 24.75 Lacs,2020,"79,000 km",Petrol,"DHA Phase 1, Lahore•",https://www.olx.com.pk/item/suzuki-alto-ags-automatic-model-2020-original-condition-iid-1105824428,,,,,,
Toyota Corolla Altis 2005 Model 1.3,Rs 20.50 Lacs,2005,"200,000 km",Petrol,"Bahria Town Phase 8, Rawalpindi•",https://www.olx.com.pk/item/toyota-corolla-altis-2005-model-13-iid-1105872801,,,,,,
Toyota Corolla 2.0D Saloon 2008 | Toyota Corolla Saloon 2008 Manual,Rs 17 Lacs,2008,"200,000 km",Petrol,"Cantt, Dera Ismail Khan•",https://www.olx.com.pk/item/toyota-corolla-20d-saloon-2008-toyota-corolla-saloon-2008-manual-iid-1105892328,,,,,,
Honda City IVTEC 2022,Rs 42 Lacs,2022,"26,804 km",Petrol,"Allama Iqbal Town - Huma Block, Lahore•",https://www.olx.com.pk/item/honda-city-ivtec-2022-iid-1105891771,,,,,,
Daihatsu Mira L PACKAGE 2019 / 2022,Rs 27.70 Lacs,2019,New,Petrol,"Gulistan-e-Jauhar, Karachi•",https://www.olx.com.pk/item/daihatsu-mira-l-package-2019-2022-iid-1105869461,,,,,,
Toyota Yaris Hatchback   1.0   G LED    2022 /2025    | 4.5 Grade |,Rs 54.95 Lacs,2022,"19,000 km",Petrol,"Cantt, Karachi•",https://www.olx.com.pk/item/toyota-yaris-hatchback-10-g-led-2022-2025-45-grade-iid-1105699200,,,,,,
Toyota Fortuner Legender 2025,Rs 2.23 Crore,2025,New,Diesel,"Bahria Expressway, Rawalpindi•",https://www.olx.com.pk/item/toyota-fortuner-legender-2025-iid-1105697090,,,,,,
Suzuki Every Wagon 2014/2018/2020,Rs 19.20 Lacs,2014,"75,000 km",Petrol,"Daluwali, Sialkot•",https://www.olx.com.pk/item/suzuki-every-wagon-201420182020-iid-1105278498,,,,,,
Suzuki WagonR VXL Indonesian,Rs 26 Lacs,2014,"135,000 km",Petrol,"I-14, Islamabad•",https://www.olx.com.pk/item/suzuki-wagonr-vxl-indonesian-iid-1103362689,,,,,,
“Suzuki Every 2022  Mitsubishi every mazda scrum Nissan clipper hijet,Rs 21.30 Lacs,2022,1 km,Petrol,"Chan Da Qila, Gujranwala•",https://www.olx.com.pk/item/suzuki-every-2022-mitsubishi-every-mazda-scrum-nissan-clipper-hijet-iid-1105420729,,,,,,
Suzuki Mehran Vx 2014.,Rs 10.30 Lacs,2014,"78,000 km",Petrol,"Rahwali, Gujranwala•",https://www.olx.com.pk/item/suzuki-mehran-vx-2014-iid-1105877113,,,,,,
DAIHATSU MIRA 2014/17,Rs 24.55 Lacs,2017,"160,000 km",Petrol,"Garden Town Main Boulevard, Lahore•",https://www.olx.com.pk/item/daihatsu-mira-201417-iid-1105223972,,,,,,
Suzuki Bolan 2021/2022 Model,Rs 17.50 Lacs,2021,New,Petrol,"Budhla Sannat, Multan•",https://www.olx.com.pk/item/suzuki-bolan-20212022-model-iid-1105891460,,,,,,
Toyota aqua,Rs 32.50 Lacs,2012,"307,000 km",Petrol,"Wapda Town Phase 1, Lahore•",https://www.olx.com.pk/item/toyota-aqua-iid-1105873927,,,,,,
Prince Pearl Car |  2020 Model | 125 KM | Brand New,Rs 14.95 Lacs,2020,125 km,Petrol,"Alfalah Town, Lahore•",https://www.olx.com.pk/item/prince-pearl-car-2020-model-125-km-brand-new-iid-1105483802,,,,,,
Toyota ISIS 2007,Rs 34 Lacs,2007,"170,000 km",Petrol,"Park View Villas, Lahore•",https://www.olx.com.pk/item/toyota-isis-2007-iid-1097632527,,,,,,
Toyota Corolla Altis Grande 2017 B2B automatic,Rs 44.50 Lacs,2017,"45,000 km",Petrol,"DHA Defence, Karachi•",https://www.olx.com.pk/item/toyota-corolla-altis-grande-2017-b2b-automatic-iid-1105890782,,,,,,
For Sportage Lovers,Rs 75.90 Lacs,2023,New,Petrol,"Kalma Garden, Sahiwal•",https://www.olx.com.pk/item/for-sportage-lovers-iid-1105890591,,,,,,
Mitsubishi Ek Cross,Rs 42 Lacs,2021,"34,000 km",Petrol,"Peoples Colony, Gujranwala•",https://www.olx.com.pk/item/mitsubishi-ek-cross-iid-1104685428,,,,,,
Toyota Camry 2.4 Well Maintained,Rs 29.90 Lacs,2007,"150,000 km",Petrol,"Mustafa Town, Lahore•",https://www.olx.com.pk/item/toyota-camry-24-well-maintained-iid-1105890065,,,,,,
"Honda City 1.5 Aspire 1500cc - First owner, 10/10 Condition",Rs 49.50 Lacs,2021,"37,280 km",Petrol,"Block 15, Dera Ghazi Khan•",https://www.olx.com.pk/item/honda-city-15-aspire-1500cc-first-owner-1010-condition-iid-1105367344,,,,,,
"Raize, Z variant",Rs 72 Lacs,2021,"47,500 km",Petrol,"Bahria Town - Precinct 10, Karachi•",https://www.olx.com.pk/item/raize-z-variant-iid-1105889340,,,,,,
Honda Vezel 2015,Rs 50 Lacs,2015,"125,000 km",Hybrid,"Gulshan-e-Iqbal Town, Karachi•",https://www.olx.com.pk/item/honda-vezel-2015-iid-1105888949,,,,,,
Mitsubishi Ek Wagon 2015/2019 Model,Rs 21.75 Lacs,2015,"82,999 km",Petrol,"Cavalry Ground, Lahore•",https://www.olx.com.pk/item/mitsubishi-ek-wagon-20152019-model-iid-1105887682,,,,,,
BMW 7 Series 740i 2005/13 | BMW 7 Series Car For Sale,Rs 59 Lacs,2005,"75,000 km",Petrol,"Samanabad, Lahore•",https://www.olx.com.pk/item/bmw-7-series-740i-200513-bmw-7-series-car-for-sale-iid-1105499659,,,,,,
Honda Vezel 2017,Rs 65 Lacs,2017,"93,000 km",Petrol,"Wazir Town, Rawalpindi•",https://www.olx.com.pk/item/honda-vezel-2017-iid-1105300592,,,,,,
Peugeot 2008 Allure Model  2025 /Dr use car,Rs 71 Lacs,2025,"5,376 km",Petrol,"DHA Defence, Islamabad•",https://www.olx.com.pk/item/peugeot-2008-allure-model-2025-dr-use-car-iid-1105099333,,,,,,
Toyota Fortuner 2013 Bumper-to-Bumper Original,Rs 76.50 Lacs,2013,"115,068 km",Petrol,"Izmir Town Extension, Lahore•",https://www.olx.com.pk/item/toyota-fortuner-2013-bumper-to-bumper-original-iid-1105058831,,,,,,
"New City Aspire ""Official Civic Rs Turbo Black leather seats""",Rs 47.99 Lacs,2021,"56,291 km",Petrol,"Bahria Town Phase 7, Rawalpindi•",https://www.olx.com.pk/item/new-city-aspire-official-civic-rs-turbo-black-leather-seats-iid-1104438680,,,,,,
suzuki jimny 2022 For sale,Rs 35 Lacs,2022,New,Petrol,"Model Town, Gujranwala•",https://www.olx.com.pk/item/suzuki-jimny-2022-for-sale-iid-1103795929,,,,,,
Toyota Corolla GLI 2015,Rs 29 Lacs,2015,"254,000 km",Petrol,"Wazirabad Road, Daska•",https://www.olx.com.pk/item/toyota-corolla-gli-2015-iid-1105886619,,,,,,
Excellent Toyota Vitz 2011 / 2015,Rs 26.50 Lacs,2011,"127,500 km",Petrol,"Lalarukh Colony, Wah•",https://www.olx.com.pk/item/excellent-toyota-vitz-2011-2015-iid-1105662293,,,,,,
SUZUKI WAGON R VXL 2022 MODEL,Rs 30.25 Lacs,2022,"46,000 km",Petrol,"Johar Town Phase 1, Lahore•",https://www.olx.com.pk/item/suzuki-wagon-r-vxl-2022-model-iid-1105889224,,,,,,
Honda City 2005,Rs 19.50 Lacs,2005,1 km,Petrol,"Murree Road, Rawalpindi•",https://www.olx.com.pk/item/honda-city-2005-iid-1105889169,,,,,,
Chevrolet Optra Model 2006,Rs 14.50 Lacs,2006,"145,000 km",Petrol,"Kot Momin, Sargodha•",https://www.olx.com.pk/item/chevrolet-optra-model-2006-iid-1105875719,,,,,,
BYD ATTO 3,Rs 93.50 Lacs,2025,New,Electric,"DHA Defence, Karachi•",https://www.olx.com.pk/item/byd-atto-3-iid-1105732512,,,,,,
HONDA GRACE HYBRID EX PACKAGE 2015 MODEL 2018 REGISTERED SILVER,Rs 34.95 Lacs,2015,"87,000 km",Hybrid,"Khalid Bin Walid Road, Karachi•",https://www.olx.com.pk/item/honda-grace-hybrid-ex-package-2015-model-2018-registered-silver-iid-1105888975,,,,,,
TOYOTA LANDCRUISER AXG V8 2011 MODEL 2015 REGISTERED BLACK SUNROOF,Rs 2.19 Crore,2011,"74,000 km",Petrol,"Khalid Bin Walid Road, Karachi•",https://www.olx.com.pk/item/toyota-landcruiser-axg-v8-2011-model-2015-registered-black-sunroof-iid-1105841234,,,,,,
Haval h6 hybrid. 2024. Model,Rs 1.12 Crore,2024,New,Hybrid,"Gulshan-e-Ravi, Lahore•",https://www.olx.com.pk/item/haval-h6-hybrid-2024-model-iid-1105888182,,,,,,
Honda Civic Oriel  2017 Model,Rs 47 Lacs,2017,"111,000 km",Petrol,"Mananwala Bypass, Nankana Sahib•",https://www.olx.com.pk/item/honda-civic-oriel-2017-model-iid-1105887391,,,,,,
"Daihatsu Cuore 2011 BTR/T Mehran, Alto, Khyber, Margalla, Cultus",Rs 8.69 Lac,2011,"175,000 km",Petrol,"Clifton - Block 8, Karachi•",https://www.olx.com.pk/item/daihatsu-cuore-2011-btrt-mehran-alto-khyber-margalla-cultus-iid-1105653652,,,,,,
